H(firstname),H(lastname),city,age,sex,vote
3f37a5f99e0d0be2d045f22ca3cf2f9136d7a2849dbe00d92c5505976e54a4cb,f16de663a0e32fada8b33dd767f0660b51b888d858b26ba63ceb1011622652cc,Boucherville,95,Male,Purple
1905a666b27b6a7aa52ae5bb4371265d7466f84b635b96624920c7ca6bf7fd98,bd3b754904e45859d9804d5f8f4152eb3b33367d08f3157a20e3857877ccbb04,Lethbridge,70,Female,Purple
6ebc9f8ad17a3e79adf9fef4983effe3eb10766aab2e6736f6cd6c463fa77390,610eb4e6fd570826cadc63dc5f9ef3b84c12717c7d93cc23e7bb94af54b36d0b,Waterville,40,Male,Orange
4859ab0dee1c6bf5b4cc1f8634f5f766e0c016308e5427ae35c113cfed70805c,902492ee089f40d28eb5a7ba84ec5c35d51ba934b942483ad99ca915cd9c9cf4,Mirabel,65,Male,Blue
dd754c009f22ce9bcb20f32b5ba83466fefef492bfa329f991de710477523439,460184481fbd8d3bb52bcbc915691d88404da76cfff58a247f9d5e71f0ce8591,Port Coquitlam,85,Female,Orange
d69eccb66ffb5e236563951cfe013669693d493733761599261ac732a09a9519,aeaffc3c2840da382ca8b3523b8eaf46e06a4485ad8ea15a93ce5dda96f718f8,Prince Rupert,35,Male,Orange
fd29b1908a3afeebef0d6aabf2dd305f4c68258817b2bfa2d0f78a6fa5baa679,d82eb17bded745ec189fac087e2c918029a7bf8f818a34c3d2e0409851da0054,Saint-Eustache,85,Male,Red
23be908418518c37c99a53deef4cab5f5752de06e6ec950137cf91da7322e8ce,2003603438714b46f42cfa7c640a2600fc8c0d8217464227ccce0fbbd2a5ea4a,Trois-Pistoles,90,Male,Green
96ab23eae147924976b87b2da26bfee7d9542e9959c8a39e1db1fd9d6ba8ea08,2d413509a7cd23accde412cb61fcfc1551af590e109d84030c198fcf2b37e810,Richelieu,45,Female,Red
2f874149695fcf7cf9fb5450eef648ba588cf6606d1b8a6dc1fc9137e77db632,e2cd724e0fa186f98c6036b5fae3cdd7cd9c450a831246f9c68213e97f3da802,Burnaby,95,Female,Blue
cf3142e03e1e27d39eef2eb80b80e9d7a605a19a7096948a2f03725cbd8f68a7,239ee89f565486937ffb13f9a76378321534e9e743eb7ae80d6ceefdbe9e7450,Danville,65,Female,Purple
28b9896a089342a34f2e3058320dc536aeb130ffea3c85b6100e38c23113a9a9,0e22cd1f8cb4f3e519aa8fd2ac36633f196d9b2bea23a380894c7c29ffb0cb05,East Angus,35,Female,Orange
a112ee794bc37a00c4ada53f1aaa06070754cc5fa4fa3011bebb0a948e1e1a6a,850b169a15de6ea67e0bbddc9300eda377a7c436419ab2401a6e48be7e384bcc,Halifax,80,Male,Blue
5dc9fab9dbffa2206ded1cd100d7b89dd52ace2d7d45bb4863e2c069b66cbf0b,6558381587d887ed6f7753a3c944a5576514b5a97f21e0039ab1be12a52d6ceb,Chestermere,25,Female,Red
ae166530266d760e5ace384dcc734c38f1bc2ca397bd79b33d493413e821043c,2f0115b101a242155f910a22f4959cc18fca4b0dafc89435745e4b0133a95542,Summerside,70,Female,Red
e760af0b4376fe61ed52839cbb12dfea194d1f0ae16fd23d6957e89bf3c174e0,217c6326c81025c11befa46cac0ebaf3b346289b3303be6a86f83a1e9be2b881,Mirabel,85,Female,Red
682edfd4f0dd67f7214cfe1949840c26def4f3eae04a02ef64685b244cccc5a9,792ea9e06492883078029f281c40aeff23a608f9552b42488d295038081099c5,Senneterre,70,Female,Red
6c1a115e89b827aa6b16865e97806d41c18b0b1dd3333a3903e717cf7089f718,8253e340b46783969907975b9f0559981744568a917570d51b8d7c9589e438c9,Repentigny,30,Male,Red
fd12d66c7a78b0f6f89fa2eb44a4a626db71fc6c193eac9a45ea454601c210ff,2fab210ec1622423e897d844f246cef62ab8329cff31fc63774f8c17ce911758,Repentigny,25,Male,Orange
a98237e3ca33d546546b4dfe2f412b23d52a0e9e01033aa595acb0964560b7fe,61c66551f81d6193093a6b470b0949ab6d70f686ffd6d36f7641ff1fc350fecc,Port Coquitlam,55,Male,Blue
c7aaf31e780271594b9217f12e291425a3fcc779482a4715a5b43b1dac3c4675,8775d714b4b36b27703e96127f76fb84e502db4adc900ab8a962da72c3f8d66f,Mascouche,25,Female,Purple
e0c1a9885ffe2325784d3b806f1ff361ddbb18674f5e8dd72c2fec6bd0fac878,a44b18a71787213c22dd02c2ca43697fb2fecb7831c669d10b96a85c5706b39c,St. Albert,100,Female,Red
3d0e3dac3317fb8ab5d524341c4191058221f4fbde650fc254e21425f5a730e1,0be4d62e16fc6b3819a3e72170057841b0481300a9376d7a0dff68efe23c2ca8,Edmonton,55,Male,Purple
539b08694fe4806c85f8d64c4ce7a4a2ffa5726492d22f22ac45c8aaa0a6cc8a,e5c9a604693e94987589a0e4235a4d9a1c7d211bade8c1d17b5bf05a8ae3dccd,Edmonton,25,Female,Purple
c9223914c1d9efdf33f9ff8237561e71fd0a1a2630d941ff667df88227be2370,ea00c31289e0bef03edf0603206fdbcca9bcaaae38ea55a7c0a220d58b52cf65,Maniwaki,70,Male,Green
c02f71802dd60e40380fe295baed2727b9da682237d3d0f83b39767490406951,caec8273711a6e99b094d2d88b5983df66a1f798c9f5eb4fa1cb50e579f41593,Coaticook,50,Male,Orange
3bb315d53144631a83c9b5ca63ddb22ba96a5775d32637001a532f4820f6e33c,f5fdd99967dead3d1eed3462c72d72870fef40de062da34cfb767c00074d9d82,Sainte-Thérèse,30,Female,Red
e3b726e5e13a75934edf0376f5b9adaddfa141e441e8aa3479b194ea1c5bc883,57c06c19e083157c002f70eb44354436b8aad664474f4dc9ce5641e3954def4e,Estevan,100,Male,Blue
61e1526a2848649c31814baebaa9ae1044b82440410b2ac3cef906633448c7d5,574231ec61f8bf5a960ae2c0b0ea9837cd81295d18c5c3ad04544acbbace9574,Thunder Bay,100,Female,Purple
6e24c05fd131dd562eacada21300cfbafb663a61d6828d56247ec1139d422b36,ce90e9dc44a449f65ce9bb7b33b3c49e18b50770dcc1c67010fea8d484f4027d,Desbiens,65,Female,Red
5985981c03571652eb75bf30b3ac104ab240aa61cd26868fed9ef7d2a22bca70,8bed03fd0369608cbdef938d847527ed79e132c463c0bb1063f4c58e834f98fc,Fernie,75,Female,Purple
5e0ad7e919da44257b5c432fbf6fcd9c725f8695d32f366075a173f0bedf0a48,757a9fc3ec9b1e6fdb50a0587d5dde3c3bc790f5511b84fc75d3cf3ccada5d95,Joliette,50,Male,Green
2e83c3f0a1eb15e70f690c8b92ddc45ce7bdd5b0183b957dcf390470f90fed13,0c1cbd7cdc5488c1f82228950a602e8d9b13ae1c77a0135acf6454732f0e5a74,Kimberley,65,Female,Red
511f1c2d20ed59b3c4d85374028743b8f765bc89b4d97605336d86475778e02f,4724ab75fed1beb9c831385e1ba76148fedc0b942c161e52e15e477d93ab4782,Warwick,35,Female,Purple
3f394bb145631df02f7ede21420d79e606fd35cdf2072407fc3c27f773c4eb58,ff2407f99c618cc30c950c5dc1793726ee8711ba4a018bccf2c16471a9f16a08,St. Albert,40,Female,Blue
3e42094c94c4e15e5ab2c7709f0c766895f80e247cb42a194ed019e68a277207,564625df60d3d85ebe9bc7a8e235216753b55e1a1622e3a9214447f5fcf89da9,Huntingdon,100,Female,Blue
43a74eb63dcddc2f3232645648f5e62f71d53dfd0a792d4550604e8f88724ff5,de1013472e29cb6c918223ba18af408c8a86f0b5b9f01f8c2f2b7129d766dd50,Vaughan,35,Male,Red
09ddf97a4080071002946bc80bf3bc17db049fd00d9ceff5ccb143fc6f9bdde4,f43f4dff08ebd717ecf2ec63145e0771eb5f771fa8423b78468252825b96fc90,La Prairie,65,Female,Green
62ec361b7375ad675dce167e4d15c8b91f409cd41c4fb3210481ed37aef54e4f,3617833eb56c5cee110b9069d88cdca44aa49a09c23f81bf33ec54c5a332c0d3,Regina,90,Male,Purple
7bfc0062f96ad3988a8332fbcbfdcd86f6e3f914827ceb048d137b485848c774,45764cd5316a93b45f6e327f47d5bf2c306ecffc2ae4f088f98e8b9acc2d4c5e,Halifax,100,Female,Orange
0a4b6b7712bfb0e5c18d99d27688129f0c6ceacaf662a10aa13215f735690e63,0d0be4df460274edc1ea52337fab6f46947314a56a21e4c7999e68e5075ff9f5,Ottawa,25,Female,Purple
a43b237db5f3f4a96a27be53ecb1b3cda1e8052e851ce8b57ae10e8a7bea5fc7,c95e93a6eed0a5a65d855cf1a39a69e1a4f405b69c306f7b8d99e892f2184fec,Saint-Hyacinthe,20,Male,Orange
29ca070251436171e0aa6b3b774e5bf1fe3d86925b2e9173e6b40c9a1bfc2878,a3494535c38000f5726f98212163ae35896ea48a5fce188cb30290ef3ab49c8a,Dunham,65,Female,Red
359b1885b4560578ba9d582aab17a47b8f2fdde67fe99323e7f8761bc9ea58d5,31d99d7392a017977fca68653a3a29373ab25293ff198acfc0c6014f10249771,Varennes,90,Female,Purple
aba20deed25ffef2c27f3f613703e7fc98db02e6a5b9c7049fad588342878642,df8fa3df9050c03642d9a6b326176272b6e5880eb49067ff0f8a530ccb218175,Saint-Lambert,85,Female,Blue
6787a86b4490410be51e6ad315e0e4af10cb488f9b6d30c13af0921e8b34d662,6f6d114d0c8c545847077043883651a70b3f57cda0d21df0b25f156031d26c92,Danville,25,Male,Purple
16a076cc279c017087c736d334bc501f3dedd301af9fdf07fc434db6a3e278c6,45df0cfbb0ecbebd0d0854ab242d7152a2951b1e7f62fb1322f15d201802d377,Portage la Prairie,20,Female,Blue
435a1358c4385b6d0d3bb31ad04f01811f5d582158ab49ea01ba89f9a2e7cdeb,0640389062f2a62edc1e660e2eadd43ac8f712c95bac5a33f2d2d1059cb66ab4,Lac-Mégantic,70,Female,Green
26ce3a0e4c43c6328d243d13b9e45fe09ea4937833c9c10cc837943a30572619,6c6f67408a686fabe51b1dd2028112ce69e8990bd7a721d89e1a5ea650d9ac6c,Prince Edward County,100,Female,Red
208219593e3bfce850b4936d1349b0587f33c1eca2ae0ef52204688e9602a960,d9c550f2c4c33a0a0479c06763f1991ecfe2900e7da6dd8730b12c9511f073d6,Berthierville,75,Female,Green
1377e3f8f1fbc93f08aab3ae1cdf52958b125959503b42ecbc4b9a09f9d27239,c9aff33df4c142a283ba597587abe63b527c4ee9388661cf5c1ae7b86322d154,Donnacona,80,Male,Orange
95c1e8f7bc8ce65540114d90368969e79fe5244799e8258a61609ec55ea24bbe,d1144975fc4e0ff968718d5ea00b48c7876f0c9a65c7169869a8d043aa66c3df,Edmundston,80,Male,Blue
40f2e794370a928602952a8d70fd14dd12d1779e9d45b1514ee2f6d5c3b6edcb,770955521d7171be4425a195606173f7f88e3efe0b2fa621a032cba7a52b271c,Saint-Charles-Borromée,95,Female,Red
087c4ce4db99de3c9fe800f100c986a0d17963032f9f090236fe33c3daf27f53,5c4db1e583ec1dec7ebb8e2b3c4fe42c62ce2c439f95cd9af71313b5858018dc,Stratford,25,Male,Blue
8411dc4bcd1485328f69e80b01dc674c374218b653eddc5635606591e505a9b3,1af1433debbceb46f13ee403563394c5631792d322f7fa80510a7d4cd602be3b,Humboldt,85,Male,Red
8055b750023879723a7c95fe1ed09dac64cfc8431e1d15283d5182adee453db4,811ecf2842c01e7767b6e319722ff3c57533c0b5024d5ebbf0fa8e621f22cc7d,Boucherville,30,Male,Orange
0c7ec46655190dd7ae033c286a9b7afc6c5fdaa91fdc5ac8323cab2cef51bf0a,b6dacbb1c51fb2aaeb8c75f09cea7a86495ef41c19d880302e24486f3e3242fd,Vaughan,55,Male,Orange
34cb6838845f1ed02c877caba131df1cd8b03fab7b0e32ab4472398d60c80ba1,0407823246efdecf1cb7efae33d2e29d9aa316c1e9d0a6f32d28fd586725a9d2,Thurso,95,Male,Red
a3a5d11f75221075dd2bdbed49585edc27eb75371b24e1bb2eff16dddba0e795,1dbc612db7b191e2cac63dafb0104f2e3bfa46b76a112d029a53d986599a8b68,Laval,25,Male,Orange
58c2fb1dd7d7ea6cfd2030979c252e37416e5c2ce7654a71bb74cd3253ab54df,2c7f0fb06e583103ed820c32a78a2bdad2d4138a3bc512167943023d90102f3c,Saint-Charles-Borromée,85,Male,Purple
62ebf2d07085ab40ed0b5070479252ea62ff834dd021991fbbc869f08e76f7e0,261bb214b7f35aa860cd0021a78af7e8e94c2fc3c1e26bf5793d3106ef66a8d2,Cap-Santé,95,Female,Purple
acb534cf72ca45acb562a10b2fd0c650bd7d8e9330f92ccbe5ef7fcd40dee3f4,8cc6eb06b84ff227dc40198016c10339386a2441852866f67cc316417a655147,Enderby,30,Male,Green
ead088c1e8500321fedafa612b552b1b3cb03cc63667ca3aa52ba0dff04c09f7,8c1391fcf79247a05973f967ec9c80438ee7fec3dcb76a5fc32b1977553c190b,Grande Prairie,35,Male,Orange
98ccc51381ea2104af8fcf40099e077afcf6f5ee1b7e94fa8525c97371cb9859,e3b768958a327ea03b3ae617a3c53dcc73b9b763f452b467429bf38089f4f3c3,Saint-Basile,35,Female,Blue
9d2a97a57b6f8b3bd1394259ef5e892affdfc79a91d709470271feee67158169,9f6288016d379e216f46e41e7573e587567fd48b4e1f76a5086bd69e8d5910f1,Portneuf,90,Male,Purple
a5f2b6d7108a3e346ae3b8ffbf280450b47cec2f360a99d909357d7baebca2cc,83d70e7c7b86a93e96f1c5f33f12ef8a5fab18eb3eb33bdf71f94950672a2e3a,Miramichi,35,Male,Blue
4861a985591f3d48233796db0f80b96d5f945f46ab4a0e25acb603fa843aea12,5ebf828b6a6c43d97ea94faeb5ff8374d060eb37babff394e247cab66f172fb9,Cornwall,60,Male,Blue
6a718bc7dc5dd96bcb6bd792783178e58fb083f45d4e4585a3aec8a3a4fdcd35,525c7e7124dfa89e9efcf920a149970985d76e9d8ebcc64e7d33a774f2ead7a6,Corner Brook,90,Female,Orange
606221c6e49166cde309e2fc1ea65aea1ad39bec33e2e2b88879c5b5554274bc,a4ee27ff1f65e010b7bc371f81094dbfa164b058aff99c85afa6de28910ecffd,Thompson,40,Male,Orange
b115f6c5b3a01153fab596181bf79e823374009f3702369e5c5bd1c85f58b462,84503d20322738bed9f28364cfd916c8bb5928d76f10187e33587719b1b96012,Donnacona,20,Female,Orange
eb1c7769f5ad7b18a8e1839163562695b634a746eb78d8a977a3cb377e56da25,dc41e946a1e9500634abfc0b1ae285a3a02087ef0b74525c3d45a8202b7cf13d,Sainte-Anne-de-Bellevue,20,Female,Blue
694c7afa5b094e419b88e7c94a41b710edf4808aaa9c678eacbfea75cc7117cf,8409e7c58b66877b850f5984a9992e7f308161ba5a935533df39c044d769dda7,Victoria,60,Male,Red
5d1143b48743b84355c5204b38e489ef1b7887338935f4a4c7fb23dcc1f90233,fa78b474699c6fa56122ea3d9db279e8f6ffb8e70727d6d7f6130beb4059779d,Castlegar,35,Male,Orange
d5ec9a9c4b3ce2849516fdae450485cd85174c1ff3624a584638cd737a77aefa,338d3f6119ee38efaedba630d9590ec0e2cc6d23580a3276a7cc1c62b5c6a23a,Terrebonne,85,Female,Blue
3d02d4ab319d44ca7fd6716be1e091dd71762114f029c356a5f95d3a98591a16,7c8d5ed9f370f3fbf53d468dda1c0276c72f7342e90e57103a7ebc0827c24857,Notre-Dame-des-Prairies,60,Female,Orange
01dd7c3d77fca9893549e12adddd10c1456faf813f0c3885b5ef1ce097bf77e4,c6bc21fc4aa7df32645ecbf733607ea86753d9e14da71078304cb1e32bd77099,Témiscouata-sur-le-Lac,80,Female,Green
3ec4ee9d14607d7dff30c182433fe0bbf6ac8d82661ad9e6cb8e3ea14c415439,32a26422cab9b8ba0b65027d0787ce2ecd9be01203d8ac086cbafb7816880ca4,Saint-Philippe,70,Female,Green
a24a4a1b3404ec02074dbc2a0fd78d4470cfba26bf0185920b7dc805f3ccefc3,067ddccaf87cbef5e2a3d069afc2019a32d0cd788d871c7853a25110ce6ef58a,Pembroke,95,Female,Blue
f3f1b6d0849ce7b3c1f2ad30059a1f9b02d0d50ca4ecba5d56d841df206cde4c,8509a582540b7fc17586eccbfd35afc80297e0c54e1fc0f6d9e8a4804d431b5a,Amos,65,Female,Green
0e808ad9cc8b459493e8835c952fc09cdc52320345aea57224b841854050398b,7b88d7b7853e36fef1b3b8c9eb62b5132f800e3cbc55a4e7e46d2ed500728c85,Halifax,85,Female,Green
61ed068cb814d6f92ca83359b185387332c0f1f70a4ee330c1eba8592eaf3622,6e69fd173218dd44db3467f88603fc5712f12ce2a2c9e90ff35ebe05d2b25a88,Sainte-Anne-des-Plaines,55,Male,Green
3ce996e2dc86a307b776563023543e54aa2f9af4c12b8cc613f17b3b7ffc3d1e,ccae86cd96f316e55ea22ffc7c582742c30f87c3c38cc729b59c95ac1df4e851,Dunham,70,Female,Red
936079dc4456b02ab16c1eb8b5a4a71c79b3c6c5ef565a7e02e55a822fa1bea0,aa5a86bfd6169c168ff5cc2ae9b2706b5051b3bc492a509df8acf31fc2829376,Salaberry-de-Valleyfield,65,Female,Green
317a7faab6c16c6f5818836cc1c367ea7dea4a1808b1d16e44a5f9deabd9b327,c0a82c79852e21dfa2b35113980a10d58224241297a8a2f26f4186ffffeb8587,Témiscaming,85,Male,Red
ef649120196d7221e7aacd0a6106d8c87354d8a23f7569cf13e0d90f4eedddba,e0c29902fd3a8215a41879661b650ac211de15ac4f94d1fcd87ba74b39538b30,Belleville,65,Male,Red
d187cc5c3e2d85cacd34e82ef1b5e8dfe863d609b7df5c7d1f5e796a7163013d,b3ceb3984c81ec1e244f77f95adaee52aed481e271b514bc90e942de1b07dbd5,Témiscaming,55,Female,Blue
c11aab85ea0369c2b58cce757c3dd96e28ba3286f5ca2e5a8435ffd8b1af9a10,211554f67a13e7a67d107ca13c2acaf3e4d343349555b9f1b3b64d4b91655c32,Lac-des-Aigles,30,Female,Green
b8803fd9ad11d4d4ca57f8fc47d36f1f984a6f9ab2508708d1ae233b2050c9d0,e656fa4ddcaf62ebc5f8777751e8db69645659f9a89e4d75028ef145cf469c0c,Temiskaming Shores,75,Female,Green
302589d6698fb5ec0444e4ec18018052abf6bd0b62cf2bc6510a5744237646ca,b6ba988899974442a494b83ced7e3be0459db0530926f48c5f6f2e893d5ad8e4,Kitchener,40,Male,Blue
960877e6e6f9aeaac3838e18b5bec7a76d9b8bf84d3a2c84eaa3d0e06bd98b13,e68f9e886d0e2fba6526219cc531c7d1701c4f35b36163b6391cbdb01edec1a6,Lac-Brome,40,Female,Blue
39c4280ca9f7a25c17ca772a42ac1d029b26e939b1fc8ce7f159d0bc6c44ad99,0901e02202c6a1e42ea5cbf1abd29a53c2684ead95ca78dbd537521c35d41fd1,Stanstead,50,Male,Green
fa37eab15ca713421845dcb4c73ef81ab69fddbed9b92783e363145eb3d45998,ce173189429de4c2551668127a2a247f154638f46e29c7bf610aeefb4927ef27,Candiac,50,Female,Green
88536dd4585c150ac275e9dee058b1c0546cfa66441708a290c42d887500232f,ab98f184045af7d0b6f76ccd643d1aebd61d7fbb1218c39b7eee5bff8b6e7214,Abbotsford,65,Female,Green
eebfcf64e81a8186e4762ba9b1829aa1fa15d8f4b2d5080f0a56fd0f5bc0467a,effa52881de426e252bd28f20d25005c09d9f2651bb4b396370cf8db2e21522e,Regina,50,Male,Orange
3b9f039569db9b53223e3c1f6a14d06aff558868a3fdbc55d03bed0e74bf856f,6a968885f8854ce8520c2ac7b04c0d070d6ca88d3229c45c1dbfca332bebf55d,Mission,80,Female,Green
3dc9871d5f5d4fb3fa299412db5e107e2475e886b10087110c059682a260bca0,1ba3f932fd38e74e216c1d10c580efb7fa2d997a3788f150426124e3f44bd788,Vaudreuil-Dorion,70,Female,Blue
1396c31dfde076a94a3a23dd59f45b16fbc952818b5579e945738acd4b76ad88,f78e9040ffb9e27806d805c97bda5567b3748d232b72fad395e4aba3b276074b,Yorkton,80,Male,Red
320d969267b4cfc9aee209f1ad98845ee2e4f7972dee6c2a4b44ed88de07ac51,564bc8ad102750c14ba69f8fa8bea8831e135bbcdf96d3b40904c35f8fc20b32,Brant,70,Male,Purple
8a81406d9571fa4f6b7d0c78ab263469b74d9c295a562469b6821aaeaeea9e4e,f1b925c9d41f9d0e9c30cdfd2a9ba5a127a44f4f2ecc456d82f75ad7cc0b43c9,Sault Ste. Marie,70,Female,Orange
1a7a2352bb7adae1c26c702ba5d9a56c8960411840c6fef8db1d9b67a86a028e,66c253225e78d81a438d30ce122e68b73e12d37e0af05dc10fb936339ccc31aa,Edmundston,80,Male,Orange
4b4387e8b84cd4433f6392c20512ab3c73788be2808cc6da1f179efe1b9ff674,f4133812b6f4468d0e479692373324edf235ef662cad459b171339da9b7ead29,L'Île-Perrot,55,Male,Red
560d3e3440df51d2c549bf460d1b44d178789645dc1be58ed5805ce840744b55,b0deaee6023da98b2efc65981b0eeea30571f2afa638c0b57cc99e4b41f09649,Colwood,70,Female,Red
60182c222b89ecba78fceff05ddb69958bfcd5f0d333746d5a8d3d9e7d7ee635,806785a883060a9a67a21768635643172a7f1e340a9082e9ebde953aa28af917,Louiseville,60,Female,Red
47da2b6bd6b50bedc78374782075fdf4613af6a50c39f0a4e140aeb23bc94e8f,92adb70dc98915c899613292bb5ced78c622c7a8a3c7249c66de7ca816a464a9,Pickering,70,Male,Red
6a51abcf82f55ffe80923cb6119c86c28afd66b15e290a3714e66863c4b755e8,257a887fb81cba3e9f2630557ff9f62efe14175d5f37beda10a27240c4b64b71,Prévost,60,Female,Orange
bbf23b2da2266866e4ef4f65ccb372bbea52f1ef1c6cdff5dc75c8279f9ceb1c,3704a7a0eb4a04c9c965f621597894c27eea60de428fd25e49b26e32df124a99,Dartmouth,100,Female,Orange
73bb16e6dd81bf46dbd6b7b35e83af1aaad62cf801b82b45ce59636234fa543c,6ad7731ecacf09cf1fbb12332fd2b11653360d2ad1611c0e85be796cc04d3cba,Kitchener,45,Female,Purple
e9b2393a10fe38fdd9dc10b81369ae9f13f2579d9791881f170556ee2918507c,049e9739994bd95b001c2e39c875fffecd16a011f7978269a3081714bb76fae0,Terrebonne,80,Female,Green
88ccbb0a06b2c41dcbea67d0d093f71b3984d82d6cc520ecad517b8e6c750b84,42816535302a9aec70fbfc72f08713dd9bf545273b479c042098d0f4e7b29004,Belleville,50,Male,Red
82fef41d768e937793842c138d726bded9485ef00771b0d8ba7bd5ffab1672bf,eba61d3b51c7a9ca257adfdf7ad83f293af1464a1699981be49c545a4695bb1c,Waterloo,30,Male,Blue
8f6056e497d05e13a2019bc04d0bbdd40be89fee5667b1ca2dbd77db29d393e8,befa5e24230e216ea7bcf40f7f2cd16527fb9ac05b35a4daddbfabad013977f1,Victoriaville,20,Male,Purple
1905cbda0b6c7f6d6821a81c4d40999154307c118c110c81d81b87770bb0ac96,def95a726706009995dce37cf54997bfa9d5c181911f1dc7d3aaae02f2e6424b,Saint-Rémi,50,Male,Green
e4b25e8557fe3c3e552cfdf71730cc742eed3d25fc749498cc5295cab24f3056,d271496f55a7c33456d06038d3d2e70b889c0dc14af464dc37194249f3934ee6,Saint-Rémi,80,Female,Purple
0549df02502ef59ff56f68169b1e78f7e5d82a42edbf285e1754bfaf24f2ce56,ff9dc77b01dcdf5c26f8c99eaed307928d1d20cf31f4b4a3daa4823bfbfc00cc,Trois-Rivières,30,Female,Orange
e5bc7e2788e3dcecf103bf1ebf7c24c6ea9eb65a1de874397d3c020d1fcd4465,a3ef93c5a306dee5f51304d29b3342767866e8858334de03de5d4b448b6e601f,Enderby,65,Male,Red
f11c3e29cd7f00dd94e9a2aeb8e9411c2098dd1311a310cea29d43480cdf89dc,d3a253a2ce9657079369d9c6f8b11c3b3894d2c47ca0eb48015698bd7e917140,Lac-Brome,40,Female,Green
cccb3828e28577abd098410555f2f66666f06c2e14ec6f12520d9b17dc6ee41b,fca862bde6ac27ae2fca66929778a5bf74c40958d93eecc910320e3f77ac8912,Sainte-Catherine-de-la-Jacques-Cartier,30,Female,Orange
cf0ef4a9419f6aa234a4c321aa5de98501f2a2d185fcd43dd742863502f8dc2e,a3c08e75a39a8b2351b3372e976cecc2501da9258854f9c0318d2a32ecefe096,Portage la Prairie,90,Male,Purple
6a2aaa8862c7c57ce5ec35d5d2967b1c643a0ae496024a1424b5c7270ca59e59,7400ac82c7eb4e03e44cd1b6820494e10a5ff684284646832c769500dee9f7d0,Pincourt,40,Male,Blue
ddf213bc49d0a64c503db6c8132a607739868351643594bd1bbcc41abbec47f9,c73acab6795ef69baa0706a2773f3dc2fd06476ee735ec335a7c0b2719a150a1,Kawartha Lakes,80,Female,Red
cdbbf515c3a96156ac2ac04f741af9dbd8e6db7f4751314b6235b28fea6ddd98,d1dc1c63b659955c903d174a2b37ef81c979b3dc679a06159d395d70b3d2eaab,Pointe-Claire,35,Male,Purple
1f44bf12a1067c9d7bce6c7bf10acf0cbafc9a4d771ed1843e624abe19b85a04,9f8a5b2e1a585f2696c06783091780dbcdf94ceeb6d18346826026108cdca0e8,Bathurst,30,Male,Orange
f57c01a330c97baa35d188b5d7f7be39f3060bafee25c62b9d927c959c57bc7f,12ae394a326272b7d8000f8d62da22f4c09ec001e8165166b20dace42f620a86,Dunham,75,Female,Purple
8f3dd250d555ac2303e229bfde9ecee2aa8974629898a0e2fe5b5c5728f53e58,7f7fa0fab4c5a8c18f33681139eeaedf4398771d37083c10fb1ede17abc98b5d,Dartmouth,30,Male,Orange
a28c6492eb7c4a277dae3a337057822e2b3185174e77f24ef8c7c8242d2a4ac3,2b8e3d131def8604c08397fa34a6b421181ea79c235d0d54b2bf7bd1e9dfd497,Témiscouata-sur-le-Lac,65,Female,Blue
0151d840a88f4b01859024a7b3901e83f08765294b76717f08c76c35ade07d03,256b40806e864e980e2895fe1d1d06e858f9304ec81933d9a59e71ec2d68a54f,Morden,45,Male,Orange
36ca52ccebf254da78ac04ff4730e132fea4d165597a104e038d142ca4ee2512,2b0517087f312b006c8b397eae21e2dd4cff1fad1e5bb2dadd030345c046eb9a,Coteau-du-Lac,20,Female,Blue
1db1f8b1e8b44b71dd9f0f0adac5df1125ea2fad6b105a87d40a8ddc42b61063,3027d806b7f04c9b4ed34658f9e03d1a5f5393692b103b6880348d34f4431459,Beaupré,50,Male,Red
b435d7702fd2e60851cead088435f776b8c2d72bb5de62e4a6404e5b946b8803,2dffa0c6c4fc5d16b2d7756e23b09ab64e8b2df0330c512b39a4da138e293a3d,Swift Current,20,Female,Blue
821b7f95bfa9b5e5aae0e0af897d7277b4abd20d39c0d896fca984144223cb44,6d1d9b390cd706a95d6f87ad3192aea10d74d45c96447853c57585217aef1f71,Courtenay,70,Male,Blue
e43060c7efdb8eb7378e89745e58a831a3c871f5a4aa4f9f6c5228cb2251ba0a,c8db05515e5c9e6c6afc36231176ff8402fd743250911d790e52087f708d36c9,Norfolk County,95,Female,Green
87ad6cc5e41618e36b1dd033d88ccd11666980526a229d9b56fdd37b6b86a4a5,6cef2b7aea6f6334267a7f193b69eab85da107762fdbbac48df251c9aa1d9ac5,Contrecoeur,90,Male,Purple
f81fb2b9e507e4e4902a5c3ec44bf80be0a161b4f4761c61ddd776cb399204eb,7463ec48795e57d807f371a90b9af167a79c13aad1694ac3071595d3953b3cef,Farnham,75,Male,Blue
68becce16ee26bc282ca2d25c5c35cd714ca1adb1014fa3e07ed5da5f82c0014,27ba8fe032f12de4430fa9ac5945beda34c86e45b81561774131acef7fa0488c,Brant,70,Female,Orange
69d6722c8b1ec602980aa9bae52620488f701bc68d43e1e06be5adb65807322d,45dc3dd92e5131d2ec54c28d780339f3412c0139b04e38596ab46afe89f41aeb,Estevan,20,Female,Blue
0733bafdf9b4f14e5bcd5516fff74e3d65c4600062d647a4a7152e37a38309cc,009ce6dfd6cbdcb03695cac415489010fa7cb34808e443b477d2ad91534c34e6,Charlottetown,40,Female,Purple
